INCOME,INCOME_TYPE,User,EDUCATION_TYPE
126000,Commercial associate,5116238,Secondary / secondary special
126000,Commercial associate,5116237,Secondary / secondary special
126000,Commercial associate,5116236,Secondary / secondary special
157500,Working,5116235,Secondary / secondary special
157500,Working,5116234,Secondary / secondary special
157500,Working,5116232,Secondary / secondary special
157500,Working,5116231,Secondary / secondary special
157500,Working,5116230,Secondary / secondary special
157500,Working,5116229,Secondary / secondary special
157500,Working,5116228,Secondary / secondary special
157500,Working,5116227,Secondary / secondary special
135000,Commercial associate,5116223,Secondary / secondary special
135000,Commercial associate,5116222,Secondary / secondary special
135000,Commercial associate,5116220,Secondary / secondary special
135000,Commercial associate,5116219,Secondary / secondary special
112500,Working,5116212,Secondary / secondary special
112500,Working,5116211,Secondary / secondary special
112500,Working,5116210,Secondary / secondary special
112500,Working,5116209,Secondary / secondary special
112500,Working,5116208,Secondary / secondary special
112500,Working,5116207,Secondary / secondary special
112500,Working,5116206,Secondary / secondary special
112500,Working,5116205,Secondary / secondary special
112500,Working,5116204,Secondary / secondary special
112500,Working,5116203,Secondary / secondary special
112500,Working,5116202,Secondary / secondary special
315000,Working,5116201,Secondary / secondary special
225000,Working,5116192,Secondary / secondary special
225000,Working,5116191,Secondary / secondary special
225000,Working,5116190,Secondary / secondary special
225000,Working,5116189,Secondary / secondary special
225000,Working,5116188,Secondary / secondary special
225000,Working,5116187,Secondary / secondary special
90000,Working,5116163,Secondary / secondary special
180000,State servant,5116162,Secondary / secondary special
315000,State servant,5116149,Higher education
315000,State servant,5116146,Higher education
315000,State servant,5116145,Higher education
337500,State servant,5116143,Higher education
337500,State servant,5116138,Higher education
337500,State servant,5116137,Higher education
337500,State servant,5116135,Higher education
337500,State servant,5116134,Higher education
560250,Working,5116131,Secondary / secondary special
560250,Working,5116130,Secondary / secondary special
560250,Working,5116129,Secondary / secondary special
560250,Working,5116128,Secondary / secondary special
560250,Working,5116127,Secondary / secondary special
560250,Working,5116126,Secondary / secondary special
560250,Working,5116125,Secondary / secondary special
560250,Working,5116124,Secondary / secondary special
560250,Working,5116123,Secondary / secondary special
560250,Working,5116122,Secondary / secondary special
560250,Working,5116121,Secondary / secondary special
560250,Working,5116120,Secondary / secondary special
180000,Working,5116116,Secondary / secondary special
180000,Working,5116115,Secondary / secondary special
180000,Working,5116111,Secondary / secondary special
450000,Commercial associate,5116106,Secondary / secondary special
450000,Commercial associate,5116105,Secondary / secondary special
450000,Commercial associate,5116104,Secondary / secondary special
450000,Commercial associate,5116103,Secondary / secondary special
450000,Commercial associate,5116102,Secondary / secondary special
450000,Commercial associate,5116101,Secondary / secondary special
450000,Commercial associate,5116100,Secondary / secondary special
450000,Commercial associate,5116099,Secondary / secondary special
450000,Commercial associate,5116098,Secondary / secondary special
450000,Commercial associate,5116097,Secondary / secondary special
450000,Commercial associate,5116096,Secondary / secondary special
337500,State servant,5116095,Secondary / secondary special
337500,State servant,5116094,Secondary / secondary special
225000,Working,5116092,Higher education
225000,Working,5116091,Higher education
360000,Commercial associate,5116089,Secondary / secondary special
360000,Commercial associate,5116088,Secondary / secondary special
360000,Commercial associate,5116087,Secondary / secondary special
360000,Commercial associate,5116086,Secondary / secondary special
360000,Commercial associate,5116085,Secondary / secondary special
225000,Working,5116057,Higher education
135000,Working,5116056,Secondary / secondary special
135000,Working,5116055,Secondary / secondary special
135000,Working,5116053,Secondary / secondary special
135000,Working,5116051,Secondary / secondary special
135000,Working,5116050,Secondary / secondary special
139500,Working,5116047,Secondary / secondary special
144000,Working,5116046,Secondary / secondary special
144000,Working,5116045,Secondary / secondary special
135000,Commercial associate,5116044,Secondary / secondary special
225000,Commercial associate,5116042,Secondary / secondary special
225000,Commercial associate,5116041,Secondary / secondary special
225000,Commercial associate,5116040,Higher education
225000,Commercial associate,5116039,Higher education
225000,Commercial associate,5116038,Higher education
225000,Commercial associate,5116037,Higher education
126000,Working,5116036,Higher education
126000,Working,5116035,Higher education
126000,Working,5116033,Higher education
90000,Working,5116013,Secondary / secondary special
90000,Working,5116012,Secondary / secondary special
90000,Working,5116011,Secondary / secondary special
90000,Working,5116010,Secondary / secondary special
90000,Working,5116009,Secondary / secondary special
90000,Working,5116008,Secondary / secondary special
90000,Working,5116007,Secondary / secondary special
900000,Commercial associate,5116006,Higher education
900000,Commercial associate,5116005,Higher education
900000,Commercial associate,5116004,Higher education
900000,Commercial associate,5116003,Higher education
900000,Commercial associate,5116002,Higher education
900000,Commercial associate,5116001,Higher education
180000,Working,5115996,Higher education
180000,Working,5115995,Higher education
180000,Working,5115994,Higher education
180000,Working,5115993,Higher education
180000,Working,5115992,Higher education
180000,Working,5115989,Higher education
180000,Working,5115988,Higher education
180000,Working,5115987,Higher education
180000,Working,5115986,Higher education
180000,Working,5115985,Higher education
180000,Working,5115984,Higher education
180000,Working,5115983,Higher education
180000,Working,5115982,Higher education
180000,Working,5115981,Higher education
180000,Working,5115980,Higher education
180000,Working,5115979,Higher education
180000,Working,5115978,Higher education
180000,Working,5115977,Higher education
135000,Working,5115968,Secondary / secondary special
135000,Working,5115967,Secondary / secondary special
135000,Working,5115966,Secondary / secondary special
135000,Working,5115964,Secondary / secondary special
135000,Working,5115963,Secondary / secondary special
135000,Working,5115961,Secondary / secondary special
135000,Working,5115960,Secondary / secondary special
225000,State servant,5115958,Higher education
180000,Working,5115957,Secondary / secondary special
180000,Working,5115956,Secondary / secondary special
180000,Working,5115955,Secondary / secondary special
180000,Working,5115954,Secondary / secondary special
180000,Working,5115953,Secondary / secondary special
112500,Working,5115946,Secondary / secondary special
112500,Working,5115945,Secondary / secondary special
112500,Working,5115943,Secondary / secondary special
112500,Working,5115942,Secondary / secondary special
112500,Working,5115941,Secondary / secondary special
112500,Working,5115940,Secondary / secondary special
45000,State servant,5115939,Secondary / secondary special
45000,State servant,5115938,Secondary / secondary special
180000,Working,5115937,Higher education
180000,Working,5115936,Higher education
180000,Working,5115935,Higher education
180000,Working,5115934,Higher education
103500,Commercial associate,5115933,Secondary / secondary special
103500,Commercial associate,5115932,Secondary / secondary special
103500,Commercial associate,5115931,Secondary / secondary special
103500,Commercial associate,5115930,Secondary / secondary special
103500,Commercial associate,5115929,Secondary / secondary special
90000,Commercial associate,5115926,Secondary / secondary special
90000,Commercial associate,5115925,Secondary / secondary special
157500,Commercial associate,5115924,Secondary / secondary special
360000,Commercial associate,5115923,Secondary / secondary special
360000,Commercial associate,5115922,Secondary / secondary special
360000,Commercial associate,5115921,Secondary / secondary special
81000,State servant,5115920,Secondary / secondary special
81000,State servant,5115918,Secondary / secondary special
81000,State servant,5115916,Secondary / secondary special
157500,Commercial associate,5115911,Secondary / secondary special
157500,Commercial associate,5115910,Secondary / secondary special
157500,Commercial associate,5115909,Secondary / secondary special
157500,Commercial associate,5115908,Secondary / secondary special
157500,Commercial associate,5115907,Secondary / secondary special
157500,Commercial associate,5115906,Secondary / secondary special
157500,Commercial associate,5115905,Secondary / secondary special
135000,Commercial associate,5115904,Secondary / secondary special
135000,Commercial associate,5115903,Secondary / secondary special
135000,Commercial associate,5115902,Secondary / secondary special
247500,Commercial associate,5115894,Secondary / secondary special
247500,Commercial associate,5115893,Secondary / secondary special
247500,Commercial associate,5115892,Secondary / secondary special
112500,Commercial associate,5115890,Secondary / secondary special
112500,Commercial associate,5115889,Secondary / secondary special
112500,Commercial associate,5115888,Secondary / secondary special
315000,Working,5115876,Secondary / secondary special
315000,Working,5115875,Secondary / secondary special
315000,Working,5115874,Secondary / secondary special
315000,Working,5115871,Secondary / secondary special
315000,Working,5115870,Secondary / secondary special
315000,Working,5115869,Secondary / secondary special
315000,Working,5115868,Secondary / secondary special
315000,Working,5115865,Secondary / secondary special
315000,Working,5115862,Secondary / secondary special
315000,Working,5115860,Secondary / secondary special
135000,Working,5115859,Secondary / secondary special
135000,Working,5115858,Secondary / secondary special
135000,Working,5115857,Secondary / secondary special
135000,Working,5115856,Secondary / secondary special
121500,Working,5115855,Secondary / secondary special
121500,Commercial associate,5115847,Higher education
121500,Commercial associate,5115846,Higher education
121500,Commercial associate,5115845,Higher education
121500,Commercial associate,5115841,Higher education
121500,Commercial associate,5115838,Higher education
121500,Commercial associate,5115837,Higher education
121500,Commercial associate,5115836,Higher education
315000,Commercial associate,5115830,Higher education
315000,Commercial associate,5115829,Higher education
315000,Commercial associate,5115828,Higher education
234000,Commercial associate,5115822,Secondary / secondary special
234000,Commercial associate,5115821,Secondary / secondary special
234000,Commercial associate,5115820,Secondary / secondary special
180000,Working,5115818,Secondary / secondary special
180000,Working,5115817,Secondary / secondary special
180000,Working,5115815,Secondary / secondary special
180000,Working,5115814,Secondary / secondary special
90000,Working,5115813,Higher education
90000,Working,5115812,Higher education
90000,Working,5115811,Higher education
90000,Working,5115810,Higher education
90000,Working,5115809,Higher education
90000,Working,5115808,Higher education
135000,Commercial associate,5115800,Secondary / secondary special
135000,Commercial associate,5115799,Secondary / secondary special
135000,Commercial associate,5115798,Secondary / secondary special
135000,Commercial associate,5115797,Secondary / secondary special
135000,Commercial associate,5115796,Secondary / secondary special
135000,Commercial associate,5115795,Secondary / secondary special
135000,Commercial associate,5115794,Secondary / secondary special
135000,Commercial associate,5115793,Secondary / secondary special
135000,Commercial associate,5115792,Secondary / secondary special
135000,Commercial associate,5115791,Secondary / secondary special
135000,Commercial associate,5115790,Secondary / secondary special
135000,Commercial associate,5115786,Secondary / secondary special
135000,Commercial associate,5115785,Secondary / secondary special
135000,Commercial associate,5115784,Secondary / secondary special
270000,Working,5115781,Secondary / secondary special
270000,Working,5115780,Secondary / secondary special
270000,Working,5115779,Secondary / secondary special
270000,Working,5115778,Secondary / secondary special
270000,Working,5115777,Secondary / secondary special
270000,Working,5115776,Secondary / secondary special
112500,State servant,5115774,Secondary / secondary special
112500,State servant,5115773,Secondary / secondary special
270000,Commercial associate,5115763,Secondary / secondary special
270000,Commercial associate,5115762,Secondary / secondary special
270000,Commercial associate,5115761,Secondary / secondary special
270000,Commercial associate,5115757,Secondary / secondary special
270000,Commercial associate,5115755,Secondary / secondary special
121500,Working,5115754,Secondary / secondary special
121500,Working,5115753,Secondary / secondary special
121500,Working,5115752,Secondary / secondary special
121500,Working,5115751,Secondary / secondary special
180000,State servant,5115747,Higher education
180000,State servant,5115746,Higher education
180000,State servant,5115745,Higher education
283500,State servant,5115744,Higher education
283500,State servant,5115743,Higher education
283500,State servant,5115742,Higher education
283500,State servant,5115741,Higher education
283500,State servant,5115740,Higher education
112500,Working,5115738,Secondary / secondary special
112500,Working,5115737,Secondary / secondary special
90000,Working,5115736,Secondary / secondary special
90000,Working,5115735,Secondary / secondary special
90000,Working,5115734,Secondary / secondary special
108000,State servant,5115728,Secondary / secondary special
108000,State servant,5115727,Secondary / secondary special
108000,State servant,5115726,Secondary / secondary special
67500,Working,5115719,Secondary / secondary special
67500,Working,5115718,Secondary / secondary special
67500,Working,5115717,Secondary / secondary special
67500,Working,5115716,Secondary / secondary special
202500,State servant,5115715,Higher education
202500,State servant,5115714,Higher education
202500,State servant,5115713,Higher education
202500,State servant,5115712,Higher education
202500,State servant,5115711,Higher education
202500,State servant,5115710,Higher education
202500,State servant,5115709,Higher education
202500,State servant,5115708,Higher education
202500,State servant,5115707,Higher education
76500,Working,5115706,Secondary / secondary special
76500,Working,5115705,Secondary / secondary special
76500,Working,5115704,Secondary / secondary special
76500,Working,5115703,Secondary / secondary special
76500,Working,5115702,Secondary / secondary special
76500,Working,5115701,Secondary / secondary special
76500,Working,5115698,Secondary / secondary special
76500,Working,5115697,Secondary / secondary special
76500,Working,5115696,Secondary / secondary special
76500,Working,5115695,Secondary / secondary special
76500,Working,5115694,Secondary / secondary special
76500,Working,5115693,Secondary / secondary special
180000,Working,5115692,Higher education
180000,Working,5115689,Higher education
180000,Working,5115688,Higher education
180000,Working,5115687,Higher education
180000,Working,5115686,Higher education
180000,Working,5115683,Higher education
189000,Working,5115672,Higher education
189000,Working,5115671,Higher education
189000,Working,5115670,Higher education
189000,Working,5115669,Higher education
189000,Working,5115668,Higher education
90000,Commercial associate,5115667,Secondary / secondary special
90000,Commercial associate,5115666,Secondary / secondary special
225000,Commercial associate,5115662,Higher education
225000,Commercial associate,5115661,Higher education
225000,Commercial associate,5115660,Higher education
225000,Commercial associate,5115659,Higher education
225000,Commercial associate,5115658,Higher education
270000,Commercial associate,5115657,Secondary / secondary special
270000,Commercial associate,5115656,Secondary / secondary special
270000,Commercial associate,5115655,Secondary / secondary special
112500,Commercial associate,5115647,Secondary / secondary special
112500,Commercial associate,5115646,Secondary / secondary special
112500,Commercial associate,5115645,Secondary / secondary special
112500,Commercial associate,5115644,Secondary / secondary special
112500,Commercial associate,5115643,Secondary / secondary special
382500,Working,5115642,Higher education
382500,Working,5115641,Higher education
382500,Working,5115640,Higher education
382500,Working,5115639,Higher education
382500,Working,5115638,Higher education
382500,Working,5115637,Higher education
202500,Working,5115633,Secondary / secondary special
202500,Working,5115632,Secondary / secondary special
202500,Working,5115631,Secondary / secondary special
202500,Working,5115630,Secondary / secondary special
202500,Working,5115629,Secondary / secondary special
67500,Working,5115619,Incomplete higher
180000,State servant,5115613,Secondary / secondary special
202500,Working,5115611,Secondary / secondary special
202500,Working,5115610,Secondary / secondary special
202500,Working,5115609,Secondary / secondary special
202500,Working,5115608,Secondary / secondary special
202500,Working,5115607,Secondary / secondary special
202500,Working,5115606,Secondary / secondary special
202500,Working,5115605,Secondary / secondary special
202500,Working,5115604,Secondary / secondary special
225000,Working,5115603,Higher education
45000,State servant,5115600,Secondary / secondary special
45000,State servant,5115599,Secondary / secondary special
45000,State servant,5115598,Secondary / secondary special
45000,State servant,5115597,Secondary / secondary special
166500,Working,5115595,Higher education
166500,Working,5115593,Higher education
463500,Working,5115592,Higher education
463500,Working,5115591,Higher education
463500,Working,5115588,Higher education
463500,Working,5115587,Higher education
463500,Working,5115585,Higher education
463500,Working,5115584,Higher education
463500,Working,5115581,Higher education
112500,Working,5115580,Secondary / secondary special
112500,Working,5115579,Secondary / secondary special
112500,Working,5115577,Secondary / secondary special
112500,Working,5115576,Secondary / secondary special
121500,Commercial associate,5115561,Secondary / secondary special
135000,Commercial associate,5115559,Higher education
135000,Commercial associate,5115558,Higher education
135000,Commercial associate,5115557,Higher education
135000,Commercial associate,5115556,Higher education
135000,Commercial associate,5115555,Higher education
135000,Commercial associate,5115554,Higher education
135000,Working,5115550,Secondary / secondary special
135000,Working,5115549,Secondary / secondary special
135000,Working,5115548,Secondary / secondary special
135000,Working,5115547,Secondary / secondary special
135000,Working,5115546,Secondary / secondary special
135000,Working,5115545,Secondary / secondary special
135000,Working,5115544,Secondary / secondary special
252000,Working,5115529,Secondary / secondary special
252000,Working,5115528,Secondary / secondary special
252000,Working,5115526,Secondary / secondary special
252000,Working,5115525,Secondary / secondary special
252000,Working,5115524,Secondary / secondary special
112500,Working,5115523,Secondary / secondary special
112500,Working,5115522,Secondary / secondary special
166500,Working,5115519,Secondary / secondary special
166500,Working,5115518,Secondary / secondary special
166500,Working,5115517,Secondary / secondary special
81000,Working,5115516,Secondary / secondary special
81000,Working,5115515,Secondary / secondary special
81000,Working,5115514,Secondary / secondary special
81000,Working,5115513,Secondary / secondary special
81000,Working,5115512,Secondary / secondary special
81000,Working,5115511,Secondary / secondary special
81000,Working,5115510,Secondary / secondary special
81000,Working,5115509,Secondary / secondary special
81000,Working,5115507,Secondary / secondary special
247500,Working,5115506,Secondary / secondary special
247500,Working,5115505,Secondary / secondary special
247500,Working,5115504,Secondary / secondary special
225000,Commercial associate,5115503,Secondary / secondary special
225000,Commercial associate,5115502,Secondary / secondary special
225000,Commercial associate,5115501,Secondary / secondary special
225000,Commercial associate,5115500,Secondary / secondary special
225000,Commercial associate,5115499,Secondary / secondary special
225000,Commercial associate,5115498,Secondary / secondary special
225000,Commercial associate,5115497,Secondary / secondary special
225000,Commercial associate,5115496,Secondary / secondary special
225000,Commercial associate,5115495,Secondary / secondary special
225000,Commercial associate,5115494,Secondary / secondary special
225000,Commercial associate,5115493,Secondary / secondary special
225000,Commercial associate,5115492,Secondary / secondary special
81000,Commercial associate,5115491,Secondary / secondary special
157500,Commercial associate,5115485,Higher education
157500,Commercial associate,5115484,Higher education
157500,Commercial associate,5115483,Higher education
157500,Commercial associate,5115481,Higher education
157500,Commercial associate,5115463,Higher education
157500,Commercial associate,5115462,Higher education
157500,Commercial associate,5115461,Higher education
157500,Commercial associate,5115460,Higher education
157500,Commercial associate,5115459,Higher education
157500,Commercial associate,5115458,Higher education
157500,Commercial associate,5115457,Higher education
270000,Commercial associate,5115456,Higher education
270000,Pensioner,5115455,Higher education
270000,Commercial associate,5115454,Higher education
270000,Commercial associate,5115453,Higher education
270000,Commercial associate,5115452,Higher education
270000,Commercial associate,5115451,Higher education
270000,Commercial associate,5115450,Higher education
135000,Working,5115445,Secondary / secondary special
157500,Working,5115444,Secondary / secondary special
360000,Working,5115438,Secondary / secondary special
360000,Working,5115437,Secondary / secondary special
360000,Working,5115436,Secondary / secondary special
360000,Working,5115435,Secondary / secondary special
360000,Working,5115434,Secondary / secondary special
360000,Working,5115432,Secondary / secondary special
360000,Working,5115431,Secondary / secondary special
202500,Commercial associate,5115430,Secondary / secondary special
202500,Commercial associate,5115429,Secondary / secondary special
202500,Commercial associate,5115428,Secondary / secondary special
202500,Commercial associate,5115426,Secondary / secondary special
202500,Commercial associate,5115425,Secondary / secondary special
202500,Commercial associate,5115424,Secondary / secondary special
202500,Commercial associate,5115421,Secondary / secondary special
495000,Commercial associate,5115412,Higher education
135000,Working,5115410,Secondary / secondary special
157500,Commercial associate,5115407,Higher education
157500,Commercial associate,5115406,Higher education
157500,Commercial associate,5115405,Higher education
135000,Working,5115404,Secondary / secondary special
180000,Working,5115397,Secondary / secondary special
180000,Working,5115396,Secondary / secondary special
180000,Working,5115395,Secondary / secondary special
112500,Working,5114655,Incomplete higher
112500,Working,5114654,Incomplete higher
112500,Working,5114653,Incomplete higher
112500,Working,5114652,Incomplete higher
112500,Working,5114651,Incomplete higher
247500,Commercial associate,5114650,Secondary / secondary special
247500,Commercial associate,5114649,Secondary / secondary special
247500,Commercial associate,5114648,Secondary / secondary special
247500,Commercial associate,5114647,Secondary / secondary special
247500,Working,5114645,Secondary / secondary special
247500,Working,5114644,Secondary / secondary special
247500,Working,5114643,Secondary / secondary special
247500,Working,5114642,Secondary / secondary special
135000,Working,5114641,Secondary / secondary special
135000,Working,5114640,Secondary / secondary special
315000,Working,5114639,Secondary / secondary special
175500,Working,5114637,Secondary / secondary special
175500,Working,5114636,Secondary / secondary special
81000,Working,5114635,Secondary / secondary special
81000,Working,5114634,Secondary / secondary special
81000,Working,5114633,Secondary / secondary special
81000,Working,5114632,Secondary / secondary special
81000,Working,5114631,Secondary / secondary special
81000,Working,5114630,Secondary / secondary special
81000,Working,5114629,Secondary / secondary special
81000,Working,5114628,Secondary / secondary special
945000,Working,5114627,Secondary / secondary special
945000,Working,5114626,Secondary / secondary special
945000,Working,5114625,Secondary / secondary special
945000,Working,5114624,Secondary / secondary special
180000,Commercial associate,5114604,Higher education
180000,Commercial associate,5114603,Higher education
180000,Commercial associate,5114602,Higher education
180000,Commercial associate,5114601,Higher education
180000,Commercial associate,5114600,Higher education
180000,Commercial associate,5114599,Higher education
180000,Commercial associate,5114598,Higher education
202500,Working,5114594,Secondary / secondary special
202500,Working,5114593,Secondary / secondary special
202500,Working,5114592,Secondary / secondary special
202500,Working,5114591,Secondary / secondary special
202500,Working,5114590,Secondary / secondary special
202500,Working,5114589,Secondary / secondary special
180000,Working,5114587,Secondary / secondary special
180000,Working,5114575,Secondary / secondary special
157500,Commercial associate,5114573,Secondary / secondary special
157500,Commercial associate,5114570,Secondary / secondary special
157500,Commercial associate,5114569,Secondary / secondary special
157500,Commercial associate,5114568,Secondary / secondary special
157500,Working,5114567,Secondary / secondary special
157500,Working,5114566,Secondary / secondary special
157500,Working,5114565,Secondary / secondary special
157500,Working,5114564,Secondary / secondary special
157500,Working,5114563,Secondary / secondary special
157500,Working,5114562,Secondary / secondary special
157500,Working,5114561,Secondary / secondary special
135000,Commercial associate,5114556,Secondary / secondary special
135000,Commercial associate,5114555,Secondary / secondary special
135000,Commercial associate,5114554,Secondary / secondary special
135000,Commercial associate,5114553,Secondary / secondary special
135000,Commercial associate,5114552,Secondary / secondary special
135000,Commercial associate,5114551,Secondary / secondary special
135000,Commercial associate,5114550,Secondary / secondary special
166500,Working,5114546,Incomplete higher
166500,Working,5114545,Incomplete higher
166500,Working,5114544,Incomplete higher
166500,Working,5114543,Incomplete higher
166500,Working,5114541,Incomplete higher
166500,Working,5114540,Incomplete higher
166500,Working,5114538,Incomplete higher
157500,Working,5114533,Higher education
157500,Working,5114532,Higher education
157500,Working,5114531,Higher education
157500,Working,5114530,Higher education
157500,Working,5114529,Higher education
157500,Working,5114528,Higher education
157500,Working,5114527,Higher education
157500,Working,5114526,Higher education
157500,Working,5114525,Higher education
157500,Working,5114524,Higher education
157500,Working,5114523,Higher education
157500,Working,5114522,Higher education
157500,Working,5114521,Higher education
157500,Working,5114520,Higher education
157500,Working,5114519,Higher education
157500,Working,5114517,Higher education
157500,Working,5114514,Higher education
180000,Working,5114512,Secondary / secondary special
180000,Working,5114511,Secondary / secondary special
180000,Working,5114510,Secondary / secondary special
180000,Working,5114509,Secondary / secondary special
180000,Working,5114508,Secondary / secondary special
180000,Working,5114507,Secondary / secondary special
180000,Working,5114506,Secondary / secondary special
180000,Working,5114505,Secondary / secondary special
180000,Working,5114504,Secondary / secondary special
180000,Working,5114503,Secondary / secondary special
180000,Working,5114502,Secondary / secondary special
180000,Working,5114501,Secondary / secondary special
180000,Working,5114500,Secondary / secondary special
225000,State servant,5114484,Secondary / secondary special
225000,State servant,5114483,Secondary / secondary special
225000,State servant,5114482,Secondary / secondary special
495000,Working,5114473,Higher education
180000,Working,5114465,Secondary / secondary special
225000,Working,5114464,Secondary / secondary special
675000,Working,5114458,Secondary / secondary special
675000,Working,5114457,Secondary / secondary special
121500,Working,5114446,Secondary / secondary special
121500,Working,5114445,Secondary / secondary special
121500,Working,5114444,Secondary / secondary special
121500,Working,5114443,Secondary / secondary special
121500,Working,5114442,Secondary / secondary special
121500,Working,5114441,Secondary / secondary special
121500,Working,5114440,Secondary / secondary special
121500,Working,5114439,Secondary / secondary special
157500,Working,5114438,Secondary / secondary special
157500,Working,5114437,Secondary / secondary special
157500,Working,5114436,Secondary / secondary special
157500,Working,5114435,Secondary / secondary special
157500,Working,5114434,Secondary / secondary special
157500,Working,5114433,Secondary / secondary special
157500,Working,5114429,Secondary / secondary special
90000,Working,5114425,Secondary / secondary special
157500,State servant,5114424,Higher education
157500,State servant,5114423,Higher education
157500,State servant,5114422,Higher education
157500,State servant,5114421,Higher education
157500,State servant,5114420,Higher education
157500,State servant,5114419,Higher education
157500,State servant,5114418,Higher education
157500,State servant,5114417,Higher education
135000,Working,5114415,Secondary / secondary special
157500,State servant,5114413,Higher education
157500,State servant,5114412,Higher education
157500,State servant,5114411,Higher education
157500,State servant,5114410,Higher education
157500,State servant,5114409,Higher education
157500,State servant,5114408,Higher education
157500,State servant,5114407,Higher education
157500,State servant,5114405,Higher education
157500,State servant,5114404,Higher education
157500,State servant,5114403,Higher education
157500,State servant,5114402,Higher education
90000,Working,5114397,Secondary / secondary special
90000,Working,5114396,Secondary / secondary special
90000,Working,5114395,Secondary / secondary special
90000,Working,5114394,Secondary / secondary special
90000,Working,5114393,Secondary / secondary special
90000,Working,5114391,Secondary / secondary special
90000,Working,5114390,Secondary / secondary special
90000,Working,5114387,Secondary / secondary special
90000,Working,5114386,Secondary / secondary special
90000,Working,5114385,Secondary / secondary special
90000,Working,5114384,Secondary / secondary special
180000,Working,5114381,Higher education
180000,Working,5114380,Higher education
202500,Working,5114368,Higher education
202500,Working,5114367,Higher education
202500,Working,5114366,Higher education
202500,Working,5114365,Higher education
202500,Working,5114364,Higher education
202500,Working,5114363,Higher education
337500,Working,5114362,Secondary / secondary special
337500,Working,5114361,Secondary / secondary special
337500,Working,5114360,Secondary / secondary special
337500,Working,5114359,Secondary / secondary special
337500,Working,5114358,Secondary / secondary special
337500,Working,5114357,Secondary / secondary special
135000,Working,5114341,Secondary / secondary special
135000,Working,5114340,Secondary / secondary special
135000,Working,5114339,Secondary / secondary special
135000,Working,5114338,Secondary / secondary special
135000,Working,5114337,Secondary / secondary special
135000,Working,5114336,Secondary / secondary special
135000,Working,5114335,Secondary / secondary special
135000,Working,5114334,Secondary / secondary special
135000,Working,5114333,Secondary / secondary special
135000,Working,5114332,Secondary / secondary special
135000,Working,5114331,Secondary / secondary special
135000,Working,5114330,Secondary / secondary special
135000,Working,5114329,Secondary / secondary special
135000,Working,5114328,Secondary / secondary special
135000,Working,5114327,Secondary / secondary special
135000,Working,5114324,Secondary / secondary special
216000,State servant,5114320,Higher education
216000,State servant,5114319,Higher education
216000,State servant,5114318,Higher education
216000,State servant,5114316,Higher education
216000,State servant,5114315,Higher education
216000,State servant,5114314,Higher education
216000,State servant,5114313,Higher education
189000,Working,5114284,Secondary / secondary special
189000,Working,5114283,Secondary / secondary special
112500,Working,5114274,Secondary / secondary special
112500,Working,5114272,Secondary / secondary special
112500,Working,5114270,Secondary / secondary special
765000,Working,5114264,Higher education
765000,Working,5114263,Higher education
765000,Working,5114262,Higher education
765000,Working,5114260,Higher education
765000,Working,5114258,Higher education
765000,Working,5114257,Higher education
315000,Working,5114246,Secondary / secondary special
315000,Working,5114245,Secondary / secondary special
270000,Working,5114241,Secondary / secondary special
270000,Working,5114240,Secondary / secondary special
270000,Working,5114239,Secondary / secondary special
270000,Working,5114237,Secondary / secondary special
270000,Working,5114236,Secondary / secondary special
225000,Working,5114235,Secondary / secondary special
225000,Working,5114234,Secondary / secondary special
225000,Working,5114233,Secondary / secondary special
225000,Working,5114232,Secondary / secondary special
225000,Working,5114231,Secondary / secondary special
247500,Working,5114230,Secondary / secondary special
247500,Working,5114229,Secondary / secondary special
247500,Working,5114228,Secondary / secondary special
247500,Working,5114227,Secondary / secondary special
247500,Working,5114225,Secondary / secondary special
112500,Working,5114224,Secondary / secondary special
112500,Working,5114223,Secondary / secondary special
112500,Working,5114222,Secondary / secondary special
112500,Working,5114221,Secondary / secondary special
112500,Working,5114220,Secondary / secondary special
225000,Working,5114217,Secondary / secondary special
225000,Working,5114216,Secondary / secondary special
225000,Working,5114215,Secondary / secondary special
225000,Working,5114214,Secondary / secondary special
225000,Working,5114213,Secondary / secondary special
225000,Working,5114212,Secondary / secondary special
225000,Working,5114211,Secondary / secondary special
225000,Working,5114210,Secondary / secondary special
225000,Working,5114209,Secondary / secondary special
225000,Working,5114208,Secondary / secondary special
225000,Working,5114207,Secondary / secondary special
225000,Working,5114203,Secondary / secondary special
225000,Working,5114202,Secondary / secondary special
225000,Working,5114201,Secondary / secondary special
135000,Working,5114185,Secondary / secondary special
135000,Working,5114184,Secondary / secondary special
135000,Working,5114183,Secondary / secondary special
112500,Working,5114167,Higher education
225000,Working,5114156,Higher education
225000,Working,5114155,Higher education
225000,Working,5114154,Higher education
225000,Working,5114153,Higher education
225000,Working,5114151,Higher education
225000,Working,5114150,Higher education
225000,Working,5114149,Higher education
180000,State servant,5114138,Secondary / secondary special
135000,State servant,5114137,Secondary / secondary special
135000,State servant,5114136,Secondary / secondary special
135000,State servant,5114135,Secondary / secondary special
135000,State servant,5114134,Secondary / secondary special
135000,State servant,5114133,Secondary / secondary special
135000,State servant,5114132,Secondary / secondary special
135000,State servant,5114131,Secondary / secondary special
135000,State servant,5114130,Secondary / secondary special
135000,State servant,5114129,Secondary / secondary special
166500,Working,5114128,Secondary / secondary special
166500,Working,5114127,Secondary / secondary special
