ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE
5048022,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,34,36,13.0,0,180000.0,Working,Secondary / secondary special
5048023,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,31,36,13.0,0,180000.0,Working,Secondary / secondary special
5048024,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,38,36,13.0,0,180000.0,Working,Secondary / secondary special
5048025,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,49,36,13.0,0,180000.0,Working,Secondary / secondary special
5048026,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,60,36,13.0,0,180000.0,Working,Secondary / secondary special
5048027,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,40,36,13.0,0,180000.0,Working,Secondary / secondary special
5048028,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,49,36,13.0,0,180000.0,Working,Secondary / secondary special
5048029,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,48,36,13.0,0,180000.0,Working,Secondary / secondary special
5048030,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,60,36,13.0,0,180000.0,Working,Secondary / secondary special
5048031,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,18,36,13.0,0,180000.0,Working,Secondary / secondary special
5048032,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,25,36,13.0,0,180000.0,Working,Secondary / secondary special
5048033,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,25,36,13.0,0,180000.0,Working,Secondary / secondary special
5048034,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,20,36,13.0,0,180000.0,Working,Secondary / secondary special
5048035,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,19,36,13.0,0,180000.0,Working,Secondary / secondary special
5048036,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,12,36,13.0,0,180000.0,Working,Secondary / secondary special
5048037,M,Y,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,8,36,13.0,0,180000.0,Working,Secondary / secondary special
5048042,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,17,31,1.0,0,121500.0,Commercial associate,Higher education
5048043,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,38,31,1.0,0,121500.0,Commercial associate,Higher education
5048044,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,35,31,1.0,0,121500.0,Commercial associate,Higher education
5048045,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,35,31,1.0,0,121500.0,Commercial associate,Higher education
5048046,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,2,31,1.0,0,121500.0,Commercial associate,Higher education
5048047,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,56,31,1.0,0,121500.0,Commercial associate,Higher education
5048048,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,38,31,1.0,0,121500.0,Commercial associate,Higher education
5048049,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,30,31,1.0,0,121500.0,Commercial associate,Higher education
5048050,F,N,Y,0,Civil marriage,House / apartment,1,0,0,0,2.0,22,31,1.0,0,121500.0,Commercial associate,Higher education
5048056,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,58,45,2.0,0,292500.0,Commercial associate,Higher education
5048057,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,47,45,2.0,0,292500.0,Commercial associate,Higher education
5048058,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,47,45,2.0,0,292500.0,Commercial associate,Higher education
5048059,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,30,45,2.0,0,292500.0,Commercial associate,Higher education
5048060,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,23,45,2.0,0,292500.0,Commercial associate,Higher education
5048061,M,N,Y,0,Married,House / apartment,1,0,0,0,2.0,19,45,2.0,0,292500.0,Commercial associate,Higher education
5048064,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,31,47,13.0,0,193500.0,Working,Higher education
5048066,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,18,47,13.0,0,193500.0,Working,Higher education
5048067,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,44,47,13.0,0,193500.0,Working,Higher education
5048068,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,7,47,13.0,0,193500.0,Working,Higher education
5048071,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,11,47,13.0,0,193500.0,Working,Higher education
5048072,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,11,47,13.0,0,193500.0,Working,Higher education
5048073,F,N,Y,0,Widow,House / apartment,1,0,0,0,1.0,60,59,36.0,0,225000.0,Working,Higher education
5048074,F,N,Y,0,Widow,House / apartment,1,0,0,0,1.0,60,59,36.0,0,225000.0,Working,Higher education
5048076,F,N,Y,0,Widow,House / apartment,1,0,0,0,1.0,59,59,36.0,0,225000.0,Working,Higher education
5048091,M,Y,Y,3,Married,House / apartment,1,0,0,0,5.0,49,42,16.0,0,315000.0,Working,Secondary / secondary special
5048093,M,Y,Y,3,Married,House / apartment,1,0,0,0,5.0,41,42,16.0,0,315000.0,Working,Secondary / secondary special
5048094,F,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,47,41,5.0,0,144000.0,Working,Secondary / secondary special
5048095,F,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,55,41,5.0,0,144000.0,Working,Secondary / secondary special
5048096,F,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,26,41,5.0,0,144000.0,Working,Secondary / secondary special
5048097,F,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,15,41,5.0,0,144000.0,Working,Secondary / secondary special
5048098,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,50,41,8.0,0,90000.0,Commercial associate,Secondary / secondary special
5048099,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,50,41,8.0,0,90000.0,Commercial associate,Secondary / secondary special
5048100,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,10,41,8.0,0,90000.0,Commercial associate,Secondary / secondary special
5048101,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,18,39,4.0,0,157500.0,Working,Lower secondary
5048102,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,36,39,4.0,0,157500.0,Working,Lower secondary
5048103,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,35,39,4.0,0,157500.0,Working,Lower secondary
5048104,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,16,39,4.0,0,157500.0,Working,Lower secondary
5048105,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,34,39,4.0,0,157500.0,Working,Lower secondary
5048106,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,33,39,4.0,0,157500.0,Working,Lower secondary
5048107,F,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,16,39,4.0,0,157500.0,Working,Lower secondary
5048108,M,N,N,1,Married,House / apartment,1,0,0,0,3.0,47,29,6.0,0,225000.0,Commercial associate,Higher education
5048109,M,N,N,1,Married,House / apartment,1,0,0,0,3.0,47,29,6.0,0,225000.0,Commercial associate,Higher education
5048110,M,N,N,1,Married,House / apartment,1,0,0,0,3.0,17,29,6.0,0,225000.0,Commercial associate,Higher education
5048111,M,N,N,1,Married,House / apartment,1,0,0,0,3.0,7,29,6.0,0,225000.0,Commercial associate,Higher education
5048115,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,45,33,4.0,0,225000.0,Working,Higher education
5048117,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,9,33,4.0,0,225000.0,Working,Higher education
5048142,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,22,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048144,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,5,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048145,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,3,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048146,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,44,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048148,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,57,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048149,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,34,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048150,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,14,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048151,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,14,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048152,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,7,50,11.0,0,135000.0,Commercial associate,Secondary / secondary special
5048153,F,Y,N,2,Married,With parents,1,0,0,1,4.0,53,27,2.0,0,135000.0,Working,Secondary / secondary special
5048154,F,Y,N,2,Married,With parents,1,0,0,1,4.0,15,27,2.0,0,135000.0,Working,Secondary / secondary special
5048155,F,N,Y,2,Civil marriage,House / apartment,1,0,0,0,4.0,9,29,5.0,0,121500.0,Working,Secondary / secondary special
5048173,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,36,30,10.0,0,148500.0,Working,Secondary / secondary special
5048174,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,24,30,10.0,0,148500.0,Working,Secondary / secondary special
5048175,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,19,30,10.0,0,148500.0,Working,Secondary / secondary special
5048176,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,18,30,10.0,0,148500.0,Working,Secondary / secondary special
5048177,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,15,30,10.0,0,148500.0,Working,Secondary / secondary special
5048178,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,7,30,10.0,0,148500.0,Working,Secondary / secondary special
5048179,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,11,30,10.0,0,148500.0,Working,Secondary / secondary special
5048188,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,37,27,2.0,0,247500.0,State servant,Higher education
5048189,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,39,27,2.0,0,247500.0,State servant,Higher education
5048190,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,51,27,2.0,0,247500.0,State servant,Higher education
5048191,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,60,27,2.0,0,247500.0,State servant,Higher education
5048192,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,60,27,2.0,0,247500.0,State servant,Higher education
5048193,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,51,27,2.0,0,247500.0,State servant,Higher education
5048194,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,39,27,2.0,0,247500.0,State servant,Higher education
5048195,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,37,27,2.0,0,247500.0,State servant,Higher education
5048196,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,32,27,2.0,0,247500.0,State servant,Higher education
5048197,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,30,27,2.0,0,247500.0,State servant,Higher education
5048198,M,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,23,27,2.0,0,247500.0,State servant,Higher education
5048214,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,12,34,2.0,0,270000.0,Commercial associate,Secondary / secondary special
5048215,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,8,34,2.0,0,270000.0,Commercial associate,Secondary / secondary special
5048216,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,2,34,2.0,0,270000.0,Commercial associate,Secondary / secondary special
5048217,M,Y,Y,1,Married,House / apartment,1,0,0,0,3.0,9,34,2.0,0,270000.0,Commercial associate,Secondary / secondary special
5048218,M,N,Y,0,Separated,Rented apartment,1,0,0,0,1.0,23,26,0.0,0,90000.0,Working,Secondary / secondary special
5048219,M,N,Y,0,Separated,Rented apartment,1,0,0,0,1.0,22,26,0.0,0,90000.0,Working,Secondary / secondary special
5048220,M,N,Y,0,Separated,Rented apartment,1,0,0,0,1.0,9,26,0.0,0,90000.0,Working,Secondary / secondary special
5048221,F,N,Y,0,Married,Municipal apartment,1,0,0,0,2.0,40,50,10.0,0,130500.0,Commercial associate,Secondary / secondary special
5048224,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,54,51,27.0,0,90000.0,Working,Secondary / secondary special
5048225,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,54,51,27.0,0,90000.0,Working,Secondary / secondary special
5048228,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,34,51,27.0,0,90000.0,Working,Secondary / secondary special
5048229,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,37,51,27.0,0,90000.0,Working,Secondary / secondary special
5048230,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,16,51,27.0,0,90000.0,Working,Secondary / secondary special
5048231,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,49,51,27.0,0,90000.0,Working,Secondary / secondary special
5048232,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,59,51,27.0,0,90000.0,Working,Secondary / secondary special
5048233,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,25,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048234,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,32,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048235,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,1,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048236,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,8,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048237,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,31,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048238,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,19,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048239,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,19,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048240,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,7,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048241,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,5,33,7.0,0,144000.0,Commercial associate,Secondary / secondary special
5048242,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,50,37,18.0,0,112500.0,Working,Secondary / secondary special
5048244,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,50,37,18.0,0,112500.0,Working,Secondary / secondary special
5048245,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,56,37,18.0,0,112500.0,Working,Secondary / secondary special
5048246,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,39,37,18.0,0,112500.0,Working,Secondary / secondary special
5048247,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,38,37,18.0,0,112500.0,Working,Secondary / secondary special
5048248,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,25,37,18.0,0,112500.0,Working,Secondary / secondary special
5048249,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,18,37,18.0,0,112500.0,Working,Secondary / secondary special
5048250,M,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,12,37,18.0,0,112500.0,Working,Secondary / secondary special
5048252,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,6,43,2.0,0,225000.0,Working,Secondary / secondary special
5048270,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,14,27,4.0,0,112500.0,Working,Higher education
5048271,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,43,27,4.0,0,112500.0,Working,Higher education
5048272,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,59,27,4.0,0,112500.0,Working,Higher education
5048273,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,4,27,4.0,0,112500.0,Working,Higher education
5048274,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,59,27,4.0,0,112500.0,Working,Higher education
5048275,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,55,27,4.0,0,112500.0,Working,Higher education
5048276,F,Y,N,1,Single / not married,House / apartment,1,0,0,0,2.0,43,27,4.0,0,112500.0,Working,Higher education
5048278,F,N,Y,0,Widow,House / apartment,1,0,0,1,1.0,20,53,7.0,0,270000.0,Working,Higher education
5048279,F,N,Y,0,Widow,House / apartment,1,0,0,1,1.0,13,53,7.0,0,270000.0,Working,Higher education
5048282,F,N,Y,0,Widow,House / apartment,1,0,0,1,1.0,54,53,7.0,0,270000.0,Working,Higher education
5048285,F,N,Y,0,Widow,House / apartment,1,0,0,1,1.0,28,53,7.0,0,270000.0,Working,Higher education
5048302,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,43,55,29.0,0,85500.0,Working,Secondary / secondary special
5048303,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,14,60,4.0,0,90000.0,Working,Higher education
5048304,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,12,60,4.0,0,90000.0,Working,Higher education
5048305,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,12,60,4.0,0,90000.0,Working,Higher education
5048306,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,34,60,4.0,0,90000.0,Working,Higher education
5048307,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,39,60,4.0,0,90000.0,Working,Higher education
5048308,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,28,60,4.0,0,90000.0,Working,Higher education
5048309,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,44,60,4.0,0,90000.0,Working,Higher education
5048310,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,35,60,4.0,0,90000.0,Working,Higher education
5048311,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,39,60,4.0,0,90000.0,Working,Higher education
5048315,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,54,60,4.0,0,90000.0,Working,Higher education
5048316,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,50,60,4.0,0,90000.0,Working,Higher education
5048317,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,29,60,4.0,0,90000.0,Working,Higher education
5048318,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,14,60,4.0,0,90000.0,Working,Higher education
5048319,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,3,60,4.0,0,90000.0,Working,Higher education
5048320,F,N,N,0,Separated,House / apartment,1,0,0,0,1.0,3,60,4.0,0,90000.0,Working,Higher education
5048321,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,2,50,11.0,0,270000.0,Working,Secondary / secondary special
5048322,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,4,50,11.0,0,270000.0,Working,Secondary / secondary special
5048323,M,Y,Y,1,Married,House / apartment,1,1,0,0,3.0,4,50,11.0,0,270000.0,Working,Secondary / secondary special
5048324,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,4,26,1.0,0,135000.0,Working,Secondary / secondary special
5048325,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,46,26,1.0,0,135000.0,Working,Secondary / secondary special
5048326,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,47,26,1.0,0,135000.0,Working,Secondary / secondary special
5048327,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,8,26,1.0,0,135000.0,Working,Secondary / secondary special
5048328,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,4,26,1.0,0,135000.0,Working,Secondary / secondary special
5048329,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,47,26,1.0,0,135000.0,Working,Secondary / secondary special
5048330,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,46,26,1.0,0,135000.0,Working,Secondary / secondary special
5048331,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,8,26,1.0,0,135000.0,Working,Secondary / secondary special
5048341,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,38,54,5.0,0,157500.0,Working,Higher education
5048342,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,40,54,5.0,0,157500.0,Working,Higher education
5048343,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,59,54,5.0,0,157500.0,Working,Higher education
5048345,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,13,54,5.0,0,157500.0,Working,Higher education
5048346,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,14,54,5.0,0,157500.0,Working,Higher education
5048348,F,N,Y,0,Widow,House / apartment,1,1,0,0,1.0,7,45,20.0,0,90000.0,Working,Secondary / secondary special
5048349,F,N,Y,0,Widow,House / apartment,1,1,0,0,1.0,26,45,20.0,0,90000.0,Working,Secondary / secondary special
5048353,F,N,Y,0,Widow,House / apartment,1,1,0,0,1.0,24,45,20.0,0,90000.0,Working,Secondary / secondary special
5048386,F,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,2,29,11.0,0,202500.0,Working,Higher education
5048387,F,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,10,29,11.0,0,202500.0,Working,Higher education
5048388,F,Y,Y,0,Single / not married,House / apartment,1,1,1,0,1.0,58,29,11.0,0,202500.0,Working,Higher education
5048395,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,60,49,8.0,0,360000.0,Commercial associate,Higher education
5048396,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,56,49,8.0,0,360000.0,Commercial associate,Higher education
5048397,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,52,49,8.0,0,360000.0,Commercial associate,Higher education
5048398,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,28,49,8.0,0,360000.0,Commercial associate,Higher education
5048399,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,17,49,8.0,0,360000.0,Commercial associate,Higher education
5048400,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,17,49,8.0,0,360000.0,Commercial associate,Higher education
5048401,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,17,49,8.0,0,360000.0,Commercial associate,Higher education
5048402,F,N,Y,0,Separated,House / apartment,1,0,1,0,1.0,17,49,8.0,0,360000.0,Commercial associate,Higher education
5048412,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,37,46,3.0,0,229500.0,Working,Higher education
5048413,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,37,46,3.0,0,229500.0,Working,Higher education
5048414,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,37,46,3.0,0,229500.0,Working,Higher education
5048416,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,27,46,3.0,0,229500.0,Working,Higher education
5048420,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,46,54,23.0,0,171000.0,Working,Secondary / secondary special
5048421,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,46,54,23.0,0,171000.0,Working,Secondary / secondary special
5048422,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,29,54,23.0,0,171000.0,Working,Secondary / secondary special
5048425,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,26,54,23.0,0,171000.0,Working,Secondary / secondary special
5048426,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,0,54,23.0,0,171000.0,Working,Secondary / secondary special
5048427,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,6,54,23.0,0,171000.0,Working,Secondary / secondary special
5048428,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,5,54,23.0,0,171000.0,Working,Secondary / secondary special
5048429,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,18,54,23.0,0,171000.0,Working,Secondary / secondary special
5048430,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,1,54,23.0,0,171000.0,Working,Secondary / secondary special
5048431,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,25,54,23.0,0,171000.0,Working,Secondary / secondary special
5048467,F,N,Y,0,Married,Municipal apartment,1,0,0,0,2.0,27,61,12.0,0,112500.0,State servant,Higher education
5048468,F,N,Y,0,Married,Municipal apartment,1,0,0,0,2.0,15,61,12.0,0,112500.0,State servant,Higher education
5048469,F,N,Y,0,Married,Municipal apartment,1,0,0,0,2.0,13,61,12.0,0,112500.0,State servant,Higher education
5048470,M,N,N,0,Single / not married,Rented apartment,1,1,0,0,1.0,60,28,2.0,0,144000.0,Commercial associate,Incomplete higher
5048471,M,N,N,0,Single / not married,Rented apartment,1,1,0,0,1.0,18,28,2.0,0,144000.0,Commercial associate,Incomplete higher
5048472,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,22,25,1.0,0,225000.0,Working,Secondary / secondary special
5048473,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,22,25,1.0,0,225000.0,Working,Secondary / secondary special
5048474,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,19,25,1.0,0,225000.0,Working,Secondary / secondary special
5048475,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,35,25,1.0,0,225000.0,Working,Secondary / secondary special
5048476,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,29,25,1.0,0,225000.0,Working,Secondary / secondary special
5048477,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,35,25,1.0,0,225000.0,Working,Secondary / secondary special
5048478,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,3,25,1.0,0,225000.0,Working,Secondary / secondary special
5048481,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,25,36,2.0,0,202500.0,Working,Secondary / secondary special
5048483,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,28,36,2.0,0,202500.0,Working,Secondary / secondary special
5048485,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,11,36,2.0,0,202500.0,Working,Secondary / secondary special
5048486,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,11,36,2.0,0,202500.0,Working,Secondary / secondary special
5048487,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,7,36,2.0,0,202500.0,Working,Secondary / secondary special
5048488,M,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,3,36,2.0,0,202500.0,Working,Secondary / secondary special
5048489,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,23,34,10.0,0,213750.0,State servant,Higher education
5048490,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,24,34,10.0,0,213750.0,State servant,Higher education
5048491,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,47,34,10.0,0,213750.0,State servant,Higher education
5048492,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,44,34,10.0,0,213750.0,State servant,Higher education
5048493,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,10,34,10.0,0,213750.0,State servant,Higher education
5048494,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,19,34,10.0,0,213750.0,State servant,Higher education
5048495,M,Y,N,2,Married,House / apartment,1,1,1,0,4.0,13,34,10.0,0,213750.0,State servant,Higher education
